book_id,title,author,genre,isbn,pages,publication_year,price,amazon_link,user_age,user_gender,rating,review_count
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-890779946,254,2019,378,https://www.amazon.in/dp/B28078673,21,Male,3.17,270
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-746412689,177,2021,607,https://www.amazon.in/dp/B28038374,15,Male,1.7,1815
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-271432881,582,1993,769,https://www.amazon.in/dp/B04612365,38,Male,4.78,2767
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-469319644,768,1983,288,https://www.amazon.in/dp/B28707870,15,Female,1.29,4402
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-990566476,793,1996,1382,https://www.amazon.in/dp/B02166941,25,Male,4.16,385
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-349957310,253,1998,769,https://www.amazon.in/dp/B17120868,47,Female,5.0,1342
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-853573823,223,1971,1293,https://www.amazon.in/dp/B25107245,36,Male,4.51,1348
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-787194506,720,1978,864,https://www.amazon.in/dp/B04842788,42,Female,5.0,272
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-709004943,472,1977,1222,https://www.amazon.in/dp/B18698256,37,Female,2.7,1180
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-678722458,419,2024,1077,https://www.amazon.in/dp/B27700828,29,Male,4.73,2975
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-150590821,262,1969,1485,https://www.amazon.in/dp/B08082668,24,Female,2.77,4895
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-602564736,691,1982,1333,https://www.amazon.in/dp/B02921859,25,Female,4.29,4408
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-269820594,614,1950,739,https://www.amazon.in/dp/B23997281,35,Male,3.38,4168
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-918739736,315,2019,1286,https://www.amazon.in/dp/B06438436,22,Male,2.96,4012
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-992994062,464,1980,318,https://www.amazon.in/dp/B02321324,16,Female,5.0,711
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-671988889,278,1966,1173,https://www.amazon.in/dp/B23770370,55,Male,5.0,2181
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-910959828,355,1989,1017,https://www.amazon.in/dp/B27264956,48,Male,5.0,3598
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-168747287,496,1952,1404,https://www.amazon.in/dp/B24860684,49,Male,3.24,4830
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-163215224,384,1958,264,https://www.amazon.in/dp/B12188789,20,Male,4.62,4221
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-242068763,734,2023,1168,https://www.amazon.in/dp/B08935169,28,Female,3.14,3344
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-480424119,583,2002,1156,https://www.amazon.in/dp/B21908841,23,Male,4.48,816
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-217326729,404,1974,589,https://www.amazon.in/dp/B28526486,25,Female,4.9,1158
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-180943908,603,2020,400,https://www.amazon.in/dp/B01247595,35,Female,3.89,774
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-329509408,560,1957,537,https://www.amazon.in/dp/B11036161,25,Female,3.96,3208
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-884374109,719,2012,517,https://www.amazon.in/dp/B05977931,39,Female,3.77,1793
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-727255918,638,2014,1287,https://www.amazon.in/dp/B01954280,14,Female,1.17,4170
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-825003955,390,2001,445,https://www.amazon.in/dp/B25130808,18,Male,4.29,4752
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-726713347,728,2016,847,https://www.amazon.in/dp/B14426900,36,Male,3.76,2583
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-793101194,457,2008,847,https://www.amazon.in/dp/B01156287,28,Female,2.89,3764
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-643189555,421,1966,914,https://www.amazon.in/dp/B05098412,38,Male,4.11,3037
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-855420240,459,2017,216,https://www.amazon.in/dp/B26022741,30,Female,5.0,858
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-897163846,716,1969,757,https://www.amazon.in/dp/B14533779,28,Male,5.0,2818
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-154544899,244,2004,766,https://www.amazon.in/dp/B01059486,28,Female,3.25,2742
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-692362342,587,2021,219,https://www.amazon.in/dp/B02262382,28,Male,4.72,1231
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-259014493,590,1966,285,https://www.amazon.in/dp/B17117837,36,Female,4.25,336
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-479759538,723,2002,1471,https://www.amazon.in/dp/B23592974,31,Male,4.5,1949
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-890880074,490,2002,708,https://www.amazon.in/dp/B13670896,25,Female,2.57,895
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-976803188,621,1994,825,https://www.amazon.in/dp/B04740036,31,Female,3.17,203
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-174539964,435,1994,1243,https://www.amazon.in/dp/B19996207,46,Female,3.48,2722
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-385042337,189,1963,1421,https://www.amazon.in/dp/B16799667,16,Female,3.04,2579
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-304095531,410,1955,1093,https://www.amazon.in/dp/B09722815,33,Female,5.0,4420
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-813219781,488,1990,455,https://www.amazon.in/dp/B26038571,46,Female,3.79,4164
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-417457352,717,1966,592,https://www.amazon.in/dp/B17361002,38,Female,3.71,1435
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-100435874,461,1986,630,https://www.amazon.in/dp/B16406444,44,Female,4.14,3819
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-952266893,323,1960,781,https://www.amazon.in/dp/B26623525,44,Male,4.03,775
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-258220114,175,1955,701,https://www.amazon.in/dp/B12221854,29,Male,4.92,3740
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-361976301,301,1950,418,https://www.amazon.in/dp/B14671545,36,Female,3.98,1450
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-230307805,617,1967,1151,https://www.amazon.in/dp/B29910914,54,Male,4.17,4588
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-872314530,666,2004,1322,https://www.amazon.in/dp/B13670226,45,Female,4.34,3898
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-397760792,683,2012,1483,https://www.amazon.in/dp/B05606980,38,Male,5.0,3613
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-443285529,703,1960,483,https://www.amazon.in/dp/B04879923,22,Male,3.32,3147
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-537656494,488,2019,1154,https://www.amazon.in/dp/B12044645,44,Male,2.69,1704
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-922050912,739,1998,1176,https://www.amazon.in/dp/B06901533,42,Male,5.0,2456
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-393062061,596,2012,259,https://www.amazon.in/dp/B16639317,43,Male,3.96,3322
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-768143326,696,1953,1006,https://www.amazon.in/dp/B21454696,45,Female,5.0,697
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-295130056,201,1983,976,https://www.amazon.in/dp/B14551070,53,Male,5.0,3734
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-993271900,581,1982,367,https://www.amazon.in/dp/B11325197,35,Female,3.33,4428
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-938842599,191,1953,706,https://www.amazon.in/dp/B01341919,24,Male,4.45,1258
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-705557720,373,2009,724,https://www.amazon.in/dp/B13815034,24,Female,4.51,4973
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-216070149,742,1953,838,https://www.amazon.in/dp/B27296605,38,Male,5.0,3259
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-991819497,792,1981,408,https://www.amazon.in/dp/B26059717,46,Male,4.28,4928
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-810303128,529,1958,1236,https://www.amazon.in/dp/B26724909,14,Female,2.6,113
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-488896443,800,2008,513,https://www.amazon.in/dp/B13955087,45,Male,3.8,4284
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-986625773,756,1984,860,https://www.amazon.in/dp/B02453962,48,Female,3.89,2294
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-817461907,538,1993,258,https://www.amazon.in/dp/B16452832,37,Female,4.21,1499
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-465436049,436,1985,1338,https://www.amazon.in/dp/B09667566,36,Female,4.89,1575
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-914073098,396,2010,1205,https://www.amazon.in/dp/B11289293,20,Female,3.97,772
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-428786222,745,1997,1169,https://www.amazon.in/dp/B29907391,32,Female,4.58,2826
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-390894296,463,1982,672,https://www.amazon.in/dp/B04231028,40,Female,4.61,2594
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-619904272,433,2017,1422,https://www.amazon.in/dp/B12686548,18,Male,3.15,1600
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-115191689,696,1966,761,https://www.amazon.in/dp/B01914794,32,Female,3.04,4543
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-113169872,737,1986,1161,https://www.amazon.in/dp/B18389840,29,Female,2.81,2801
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-612957813,266,1958,1020,https://www.amazon.in/dp/B12242892,21,Female,5.0,4736
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-704344408,461,1960,708,https://www.amazon.in/dp/B07982241,41,Male,2.95,4976
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-575368059,454,2004,825,https://www.amazon.in/dp/B22010496,42,Female,3.85,822
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-268638768,395,1972,1330,https://www.amazon.in/dp/B03626181,26,Female,4.48,31
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-348545713,445,1986,1129,https://www.amazon.in/dp/B04916201,44,Female,3.37,2177
1,The Witcher: Blood of Elves,Andrzej Sapkowski,dark_fantasy,978-341387305,302,1984,491,https://www.amazon.in/dp/B02000560,46,Female,2.84,1369
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-839462365,461,2001,757,https://www.amazon.in/dp/B29284509,44,Female,2.87,3596
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-748232591,406,1953,387,https://www.amazon.in/dp/B01348050,14,Female,3.2,2217
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-799552991,602,1985,571,https://www.amazon.in/dp/B28312936,36,Male,3.91,4038
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-444733679,257,1970,875,https://www.amazon.in/dp/B19312590,28,Female,3.73,2371
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-437710224,408,1991,437,https://www.amazon.in/dp/B19633492,52,Male,3.86,19
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-656670062,520,2013,1480,https://www.amazon.in/dp/B11865901,54,Female,2.66,1677
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-849740261,646,1965,259,https://www.amazon.in/dp/B25014745,29,Female,3.81,1307
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-221827951,622,1965,515,https://www.amazon.in/dp/B15896624,25,Female,2.78,4178
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-607042130,399,2008,1328,https://www.amazon.in/dp/B07435505,48,Female,5.0,1571
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-948262678,574,1993,1239,https://www.amazon.in/dp/B11043037,39,Male,3.33,2327
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-579476614,701,2011,906,https://www.amazon.in/dp/B17328534,49,Female,5.0,3740
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-350785761,570,1955,851,https://www.amazon.in/dp/B28935224,31,Male,4.22,3133
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-235555899,664,1992,405,https://www.amazon.in/dp/B12672884,34,Female,5.0,4318
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-803066091,308,1959,1161,https://www.amazon.in/dp/B16680114,30,Male,3.73,3266
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-672972597,539,1990,1483,https://www.amazon.in/dp/B29186400,42,Female,5.0,4442
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-408570854,382,1961,1088,https://www.amazon.in/dp/B02686231,15,Male,2.89,3644
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-954852540,207,1987,934,https://www.amazon.in/dp/B18225725,29,Male,2.64,1202
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-184791618,774,1998,1469,https://www.amazon.in/dp/B25040453,33,Male,3.01,4086
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-372706093,620,1982,219,https://www.amazon.in/dp/B15825658,39,Male,3.88,4487
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-730900313,456,2004,712,https://www.amazon.in/dp/B16068760,22,Female,5.0,1641
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-714097318,517,2023,805,https://www.amazon.in/dp/B25953150,45,Male,3.21,189
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-836371599,200,2013,786,https://www.amazon.in/dp/B06910964,52,Female,2.52,1804
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-874090950,290,1962,1485,https://www.amazon.in/dp/B21661401,46,Female,4.53,2540
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-196779973,452,1991,1050,https://www.amazon.in/dp/B04368777,31,Female,4.7,1092
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-375919523,643,1987,893,https://www.amazon.in/dp/B08857296,46,Female,4.99,626
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-963919401,720,1996,384,https://www.amazon.in/dp/B11233516,27,Female,5.0,2176
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-904245086,418,2024,980,https://www.amazon.in/dp/B27232293,38,Female,3.61,897
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-702806585,485,1978,329,https://www.amazon.in/dp/B28789116,47,Female,2.58,2485
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-139956218,461,2013,437,https://www.amazon.in/dp/B04939290,53,Male,2.92,4413
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-897940629,703,2003,1402,https://www.amazon.in/dp/B23592464,32,Female,3.61,3408
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-400368694,183,1997,644,https://www.amazon.in/dp/B18460758,43,Female,4.35,1944
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-792377512,517,1957,1015,https://www.amazon.in/dp/B14184459,28,Female,4.13,1010
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-741180590,171,1956,883,https://www.amazon.in/dp/B03112652,32,Male,4.43,4635
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-973008988,388,1992,502,https://www.amazon.in/dp/B21047572,22,Male,4.26,2281
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-218032515,176,1966,230,https://www.amazon.in/dp/B14991829,24,Female,4.9,4833
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-236105947,581,2017,432,https://www.amazon.in/dp/B22066326,25,Male,3.3,3911
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-337887233,779,1955,1267,https://www.amazon.in/dp/B18684678,41,Male,3.86,265
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-215923129,652,2006,350,https://www.amazon.in/dp/B06404139,28,Female,3.78,4993
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-779760958,749,2020,865,https://www.amazon.in/dp/B19901266,22,Male,3.33,2425
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-222851168,714,1977,1080,https://www.amazon.in/dp/B14833486,43,Male,4.88,3399
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-202097643,470,2004,840,https://www.amazon.in/dp/B25276341,39,Female,3.75,3076
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-191659287,245,2005,397,https://www.amazon.in/dp/B27251976,35,Male,2.77,1075
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-541102414,512,2004,305,https://www.amazon.in/dp/B16242022,36,Female,4.51,2890
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-340781088,260,1994,1339,https://www.amazon.in/dp/B12927455,19,Male,4.47,2292
2,The Name of the Wind,Patrick Rothfuss,dark_fantasy,978-924024405,786,2021,253,https://www.amazon.in/dp/B25487028,42,Female,5.0,247
